,movieId,title,genres,imdbId,tmdbId,adult,origin_country,original_title,popularity,production_companies,production_countries,release_date,spoken_languages,tagline,vote_average,vote_count,cast
13968,105248,Metallica: Through the Never (2013),Action|Musical|IMAX,2172935,193613.0,False,US,Metallica: Through the Never,0.9443,"Exclusive Media, Picturehouse Entertainment",United States of America,2013-09-25,English,Experience Metallica like never before,6.802,288,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett"
13969,105252,Conquest (1983),Action|Adventure|Fantasy,85356,27232.0,False,IT,Conquest,1.9924,"Clemi Cinematografica, Conquest Productions, Golden Sun, Producciones Esme S.A.","Italy, Spain, Mexico",1983-06-02,"Italiano, Español","In a place beyond time, comes a terrifying challenge beyond imagination!",5.361,61,"Jorge Rivero, Andrea Occhipinti, Sabrina Siani, Conrado San Martín"
13970,105254,Crystal Fairy & the Magical Cactus and 2012 (2013),Adventure|Comedy,2332579,157409.0,False,CL,Crystal Fairy y el cactus mágico,2.0403,"Fabula, Diroriro",Chile,2013-07-12,"English, Español",,6.0,155,"Michael Cera, Gaby Hoffmann, Juan Andrés Silva, José Miguel Silva"
13971,105257,De nieuwe Wildernis (2013),Documentary,2997766,217014.0,False,NL,De Nieuwe Wildernis,0.1364,,Netherlands,2013-09-26,Nederlands,Nature reborn 20 miles from Amsterdam,7.2,26,Harry Piekema
13972,105266,First Cousin Once Removed (2012),Documentary,2615134,132887.0,False,US,First Cousin Once Removed,0.2852,HBO Films,United States of America,2012-10-09,English,A Story of Life After Memory... inside the mind of poet Edwin Honig,5.227,11,Edwin Honig
13973,105269,Machete Maidens Unleashed! (2010),Documentary,1623757,70115.0,False,AU,Machete Maidens Unleashed!,2.3051,"Fury Productions, Bionic Boy Productions",Australia,2010-10-15,English,The Filipino revolution that even Marcos couldn't crush!,6.792,48,"Roger Corman, Colleen Camp, John Landis, Sid Haig"
13974,105271,"Gathering of Old Men, A (Murder on the Bayou) (1987)",Drama,93076,78143.0,False,GB,A Gathering of Old Men,0.992,"Consolidated Productions, HR, Jennie & Co., CBS Productions, Neue Bioskop Film, Zenith Entertainment","Germany, United Kingdom, United States of America",1987-05-10,English,,6.0,10,"Louis Gossett Jr., Richard Widmark, Holly Hunter, Will Patton"
13975,105275,I Will Follow You Into the Dark (2012),Drama|Horror|Romance,2179087,216374.0,False,US,I Will Follow You Into the Dark,1.188,"Zero Gravity Management, Castlight Pictures",United States of America,2012-12-20,English,How far would you go to find the one you love?,4.4,44,"Mischa Barton, Ryan Eggold, Leah Pipes, Frank Ashmore"
13976,105279,Adventures of Kitty O'Day (Kitty O'Day Comes Through) (1945),Comedy|Crime|Mystery|Romance,36758,118948.0,False,US,Adventures of Kitty O'Day,0.98,Monogram Pictures,United States of America,1945-01-19,English,KITTY CHASES KILLERS...And Gets Her Man! The body was missing...but Kitty was willing!,4.8,4,"Jean Parker, Peter Cookson, Tim Ryan, Lorna Gray"
13977,105282,"Innocent Affair, An (Don't Trust Your Husband) (Under Suspicion) (1948)",Comedy,40473,249333.0,False,US,An Innocent Affair,2.5497,"James Nasser Productions Inc., United Artists",United States of America,1948-10-15,English,They're burning the Scandal at both ends...,4.7,3,"Fred MacMurray, Madeleine Carroll, Charles ""Buddy"" Rogers, Rita Johnson"
13978,105288,Ferocious (2012),Crime|Thriller,1753821,175245.0,False,US,Ferocious,1.025,"Chaos, a Film Company, Karma Films",Canada,2013-03-07,English,Fame Can Turn On You,5.6,10,"Amanda Crew, Kim Coates, Dustin Milligan, Michael Eklund"
13979,105290,Shanghai (2012),Crime|Thriller,2072227,100681.0,False,IN,शंघाई,0.6984,"PVR Inox Pictures, Dibakar Banerjee Productions, National Film Development Corporation of India",India,2012-06-08,हिन्दी,,6.7,50,"Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prosenjit Chatterjee"
13980,105292,Paintball (2009),Action|Thriller,1205071,25377.0,False,US,Paintball,0.7425,Castelao Productions,Spain,2009-04-24,English,There's nothing like a brush with death to make you feel alive.,3.886,105,"Brendan Mackey, Jennifer Matter, Patrick Regis, Iaione Perez"
13981,105296,Lincz (2010),Drama|Thriller,1969991,68780.0,False,PL,Lincz,0.4604,"Wytwórnia Filmów Dokumentalnych i Fabularnych, Pomerania Film",Poland,2010-09-17,Polski,,6.096,26,"Leszek Lichota, Agnieszka Podsiadlik, Wiesław Komasa, Maciej Mikołajczyk"
13982,105302,The Rise (2012),Crime|Drama|Thriller,1981140,128241.0,False,GB,Wasteland,1.7133,Mischief Films,United Kingdom,2012-09-09,English,He gave a year of his life. Now he's stealing it back.,6.7,106,"Luke Treadaway, Timothy Spall, Matthew Lewis, Iwan Rheon"
13983,105304,Thampu (1978),Drama,78381,256382.0,False,IN,തമ്പു്,0.2749,General Pictures,India,1978-01-18,,,5.0,2,"Jalaja, Nedumudi Venu, V K Sreeraman, Gopi"
13984,105306,Men Seeking Women (1997),Comedy,219919,60125.0,False,US,Men Seeking Women,1.4,"Affinity Entertainment, Barnholtz Entertainment, MPH Entertainment",United States of America,1997-03-08,English,Won't Any Women Give Him A Shot?,4.6,14,"Grant Shaud, Will Ferrell, Anthony Palermo, Starr Andreeff"
13985,105308,Scanners II: The New Order (1991),Action|Horror|Sci-Fi,102848,24331.0,False,CA,Scanners II: The New Order,1.9481,"Malofilm, Allegro Films, Filmtech, The Image Organization",Canada,1991-05-03,"Deutsch, English","10 years later... A new generation of scanners, Born with powers so terrifying, it's beyond their control!",5.143,157,"David Hewlett, Deborah Raffin, Yvan Ponton, Isabelle Mejias"
13986,105310,Scanners III: The Takeover (Scanner Force) (1991),Action|Horror|Sci-Fi,105322,33305.0,False,CA,Scanners III: The Takeover,1.6396,"Filmtech, The Image Organization, Lance Entertainment, Malofilm","Canada, United States of America",1992-01-31,"English, Deutsch",Scanners against scanners... The battle for total control has begun.,4.4,106,"Liliana Głąbczyńska, Valérie Valois, Steve Parrish, Colin Fox"
13987,105314,Once Upon a Warrior (Anaganaga O Dheerudu) (2011),Action|Adventure|Fantasy|Musical|Romance,1621994,72440.0,False,IN,ఆనగనగా ఓ ధీరుడు,0.7529,"Disney World Cinema, A Bellyful of Dreams Entertainment",India,2011-01-14,తెలుగు,,6.1,29,"Siddharth, Harshita, Shruti Haasan, Lakshmi Manchu"
13988,105320,Apache Country (1952),Action|Western,44367,103168.0,False,US,Apache Country,0.8048,"Gene Autry Productions, Columbia Pictures",United States of America,1952-05-30,English,SEE GENE'S SIX-SHOOTERS NAIL WHITE LOOTERS BEHIND APACHE LINES!,0.0,0,"Gene Autry, Champion, Carolina Cotton, Harry Lauter"
13989,105323,Every Other Week (Varannan vecka) (2006),Comedy|Drama|Romance,483195,25584.0,False,SE,Varannan vecka,0.7721,"Fladen Film, Stockholm Postproduction, Riviera - Music, Sound & Post AB, Go Go Enterprises, Canal+ Television, SVT, FLX",Sweden,2006-06-09,svenska,,6.6,6,"Måns Herngren, Felix Herngren, Cecilia Frode, Anja Lundqvist"
13990,105325,Bad Milo (Bad Milo!) (2013),Comedy|Horror,2274570,172828.0,False,US,Bad Milo!,3.144,"New Artists Alliance, Floren Shieh Productions, Duplass Brothers Productions",United States of America,2013-08-28,English,Embrace your inner demon.,5.746,248,"Ken Marino, Gillian Jacobs, Peter Stormare, Stephen Root"
13991,105328,America the Beautiful 2: The Thin Commandments (2011),Documentary,2084773,75757.0,False,US,America The Beautiful 2: The Thin Commandments,0.4179,,,2011-10-12,,,6.5,2,"Deepak Chopra, Evelyn Tribole, Howard Shapiro, Linda Bacon"
13992,105330,"Public Eye, The (Follow Me!) (1972)",Comedy,69131,86049.0,False,GB,Follow Me!,0.8501,"Universal Pictures, Hal Wallis Productions",United Kingdom,1972-07-15,English,,7.5,10,"Mia Farrow, Topol, Michael Jayston, Margaret Rawlings"
13993,105335,Orderly or Disorderly (Be Tartib ya Bedoun-e Tartib) (1981),Documentary,82050,154413.0,False,IR,به ترتیب یا بدون ترتیب,0.1013,Kanoon,Iran,1995-10-14,فارسی,,5.5,18,
13994,105338,Kabul Express (2006),Action|Comedy|Drama|Thriller,770214,30244.0,False,IN,Kabul Express,1.1222,Yash Raj Films,India,2006-12-15,"हिन्दी, English",,5.9,19,"John Abraham, Arshad Warsi, Salman Shahid, Hanif Hum Ghum"
13995,105340,Miracle in Cell No. 7 (2013),Comedy|Drama,2659414,158445.0,False,KR,7번방의 선물,2.7198,"Next Entertainment World, Fineworks",South Korea,2013-01-23,한국어/조선말,"If caught, they're all doomed!",7.946,451,"Ryu Seung-ryong, Park Shin-hye, Kal So-won, Jung Jin-young"
13996,105343,Special 26 (2013),Crime|Drama|Thriller,2377938,165904.0,False,IN,स्पेशल 26,0.8311,Friday Filmworks,India,2013-02-07,हिन्दी,Real power resides within the heart,7.259,205,"Akshay Kumar, Anupam Kher, Manoj Bajpayee, Jimmy Shergill"
13997,105345,Jolene (2008),Drama,867334,43727.0,False,US,Jolene,2.0793,Next Turn Productions,United States of America,2010-10-29,English,A life between the exit signs.,6.207,111,"Jessica Chastain, Frances Fisher, Rupert Friend, Dermot Mulroney"
13998,105347,Quand je serai petit (2012),Drama,1808426,139725.0,False,FR,Quand je serai petit,0.1336,"Mars Films, CNC, Cofimage 23, Elia Films, OCS, Canal+, Pictanovo",France,2012-06-13,Français,,6.3,27,"Jean-Paul Rouve, Benoît Poelvoorde, Miljan Chatelain, Arly Jover"
13999,105351,Runner Runner (2013),Crime|Drama|Thriller,2364841,146238.0,False,US,Runner Runner,2.625,"Regency Enterprises, Double Feature Films, Appian Way, Stone Village Pictures, New Regency Pictures",United States of America,2013-09-24,English,The house always wins.,5.647,1250,"Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie"
14000,105353,"Dilettante, La (1999)",Comedy,205011,77776.0,False,FR,La Dilettante,0.3546,"TSH, France 2 Cinéma, Euripide Productions, Canal+",France,1999-07-07,Français,,5.9,36,"Catherine Frot, Sébastien Cotterot, Barbara Schulz, Christian Morin"
14001,105355,Blue Is the Warmest Color (La vie d'Adèle) (2013),Drama|Romance,2278871,152584.0,False,FR,La Vie d'Adèle - Chapitres 1 et 2,4.5099,"Wild Bunch, SCOPE Pictures, Quat'sous Films, France 2 Cinéma, RTBF, Alcatraz Films, Vértigo Films","Belgium, France, Spain",2013-10-09,"Français, English",,7.078,4662,"Léa Seydoux, Adèle Exarchopoulos, Salim Kéchiouche, Aurélien Recoing"
14002,105357,Tyler Perry's Temptation: Confessions of a Marriage Counselor (2013),Drama,2070862,97006.0,False,US,Temptation: Confessions of a Marriage Counselor,4.646,"Lionsgate, Tyler Perry Studios",United States of America,2013-03-29,English,Betrayal burns forever.,6.611,180,"Jurnee Smollett, Lance Gross, Robbie Jones, Brandy Norwood"
14003,105359,Future Weather (2012),Drama,1701215,138202.0,False,US,Future Weather,0.8906,Present Pictures,United States of America,2012-04-29,English,,6.188,16,"Perla Haney-Jardine, Marin Ireland, Lili Taylor, Amy Madigan"
14004,105364,Something in the Air (Apres Mai) (2012),Action|Drama,1846472,122089.0,False,FR,Après Mai,0.6981,"MK2 Films, Vortex Sutra, France 3 Cinéma",France,2012-11-14,"English, Français, Italiano",,6.0,88,"Clément Métayer, Lola Créton, Felix Armand, Carole Combes"
14005,105366,Shake Hands with the Devil (1959),Action|Drama,53272,51947.0,False,US,Shake Hands with the Devil,1.3827,"Troy Films, Pennebaker Productions","Ireland, United States of America",1959-06-24,English,A story of love and hate...and the sudden sound of guns!,6.5,23,"James Cagney, Don Murray, Dana Wynter, Glynis Johns"
14006,105368,I Declare War (2012),Action|Comedy|Drama,2133239,128081.0,False,CA,I Declare War,0.4751,Samaritan Entertainment,Canada,2012-04-15,English,Rules were made to be broken.,6.1,83,"Siam Yu, Gage Munroe, Michael Friend, Aidan Gouveia"
14007,105375,"German Doctor, The (Wakolda) (2013)",Drama|Thriller,1847746,188761.0,False,AR,Wakolda,0.8145,"Pyramide Productions, Cine.Ar, P&P Endemol Argentina, Historias Cinematográficas, Telefe, The Stan Jakubowicz Co., Hummelfilm, Moviecity, Wanda Visión","Argentina, France, Norway, Spain",2013-05-19,"Deutsch, Español, עִבְרִית",Nothing is more mysterious than the blood,6.467,153,"Àlex Brendemühl, Natalia Oreiro, Diego Peretti, Elena Roger"
14008,105377,"Puerta de Hierro, el exilio de Perón (2012)",Drama,2512204,222759.0,False,ES,"Puerta de Hierro, el exilio de Perón",0.2547,,Argentina,2013-03-14,Español,,5.2,6,"Victoria Carreras, Víctor Laplace, Javier Lombardo, Natalia Mateo"
14009,105379,"Monitors, The (1969)",Comedy|Sci-Fi,64684,210940.0,False,US,The Monitors,1.7225,"Wilding Picture Productions, Bell & Howell, Second City",United States of America,1969-10-08,English,,3.8,5,"Guy Stockwell, Susan Oliver, Larry Storch, Avery Schreiber"
14010,105382,This is Our Time (2013),Drama,2409634,192160.0,False,US,This Is Our Time,1.8117,"Pure Flix Entertainment, Check the Gate Productions",United States of America,2013-03-01,English,,5.2,13,"Shawn-Caulin Young, Kate Cobb, Erin Bethea, Matthew Florida"
14011,105386,Curse of Chucky (Child's Play 6) (2013),Horror|Thriller,2230358,167032.0,False,US,Curse of Chucky,4.44,Universal 1440 Entertainment,United States of America,2013-10-08,English,Fear has a new home.,5.902,1598,"Fiona Dourif, Brad Dourif, Danielle Bisutti, Summer H. Howell"
14012,105388,Prison of the Dead (2000),Horror,274738,97790.0,False,US,Prison of the Dead,0.4457,"Full Moon Pictures, Castel Film","Romania, United States of America",2000-08-22,English,There's no parole...in Hell!!!,2.889,18,"Patrick Flood, Jeff Peterson, Sam Page, Kim Ryan"
14013,105390,"Rabid Grannies (Mémés cannibales, Les) (1988)",Comedy|Horror,98157,21381.0,False,BE,Les mémés cannibales,1.0717,Stardust Pictures Nr.1,"Belgium, France, Netherlands",1988-12-12,English,They just love their grandchildren... well done!,5.4,52,"Catherine Aymerie, Caroline Braekman, Richard Cotica, Danielle Daven"
14014,105404,Muhammad Ali's Greatest Fight (2013),Drama,2061756,196355.0,False,US,Muhammad Ali's Greatest Fight,3.2144,"Rainmark Films, Sakura Films, HBO Films",United States of America,2013-10-04,English,Some Fights Are Bigger Than The Ring,6.4,39,"Christopher Plummer, Frank Langella, Ed Begley Jr., Peter Gerety"
14015,105406,711 Ocean Drive (1950),Crime|Drama|Film-Noir|Thriller,42176,37087.0,False,US,711 Ocean Drive,1.877,"Essaness Productions, Frank Seltzer Productions",United States of America,1950-07-01,English,"Expose of the $8,000,000,000 gambling syndicate and its hoodlum empire!",6.3,36,"Edmond O'Brien, Joanne Dru, Otto Kruger, Barry Kelley"
14016,105408,"Cadaver Christmas, A (2011)",Comedy|Horror,1692235,102420.0,False,US,A Cadaver Christmas,1.281,Natural Wipe Films,United States of America,2011-04-02,English,Never Leave a Mess Unclean!,5.0,36,"Daniel Rairdin-Hale, Yosh Hayashi, Ben Hopkins, Hanlon Smith-Dorsey"
14017,105410,Angel (1984),Action|Crime|Thriller,86896,1803.0,False,US,Angel,2.9982,"Adams Apple Film Company, New World Pictures",United States of America,1984-04-19,English,High School Honor Student by Day. Hollywood Hooker by Night.,5.958,106,"Cliff Gorman, Susan Tyrrell, Dick Shawn, Rory Calhoun"
14018,105412,Favela Rising (2005),Documentary,455949,49393.0,False,BR,Favela Rising,0.2463,"Sidetrack Films, All Rise Films, Stealth Creations, VOY Pictures","Brazil, United States of America",2005-04-24,Português,Their music fueled a movement. His message fought a war.,5.8,8,"Andre Luis Azevedo, José Júnior, Michele Moraes, Anderson Sa"
14019,105414,Mariage à Mendoza (2012),Comedy|Drama,1721478,161073.0,False,FR,Mariage à Mendoza,0.1965,"Direct Cinéma, Bizibi, Campo Cine, Versus Production","Belgium, France, Argentina",2013-01-23,"Español, Français",,5.667,18,"Nicolas Duvauchelle, Philippe Rebbot, Benjamin Biolay"
14020,105416,Germany Pale Mother (1980),Drama|War,80616,65481.0,False,DE,Deutschland bleiche Mutter,0.4185,"Helma Sanders-Brahms Filmproduktion, Literarisches Colloquium, WDR",Germany,1980-09-26,Deutsch,,6.9,18,"Eva Mattes, Ernst Jacobi, Elisabeth Stepanek, Angelika Thomas"
14021,105420,Parkland (2013),Drama,2345112,209262.0,False,US,Parkland,4.3447,"Exclusive Media, Playtone, Film4 Productions, The American Film Company","United Kingdom, United States of America",2013-10-02,English,"November 22, 1963, 12:38 pm - A trauma patient is rushed to Parkland Memorial Hospital in Dallas. His name is President John F. Kennedy.",6.2,367,"Zac Efron, Marcia Gay Harden, Paul Giamatti, Billy Bob Thornton"
14022,105423,Imagine (2012),Drama,1846492,128089.0,False,FR,Imagine,1.0004,"Zjednoczenie Artystów i Rzemieślników, KMBO, Canal+ Cyfrowy, Wytwórnia Filmów Dokumentalnych i Fabularnych, Filmes do Tejo, Studio Filmowe Jakimowski","Poland, France, Portugal",2012-04-12,"English, Français, Deutsch, Português",,7.23,50,"Alexandra Maria Lara, Edward Hogg, David Atrakchi, Teresa Madruga"
14023,105429,Inequality for All (2013),Documentary,2215151,159008.0,False,US,Inequality for All,2.9054,72 Productions,United States of America,2013-01-19,English,,7.504,116,"Robert Reich, Dolly Parton, Tyne Daly, Lily Tomlin"
14024,105439,Sword of Desperation (Hisshiken torisashi) (2010),Action|Drama,1606761,55884.0,False,JP,必死剣 鳥刺し,1.7745,"Excellent Film, TV Asahi, Pony Canyon, Toei Company, Sankei Shimbun, K DASH",Japan,2010-07-10,日本語,,6.8,28,"Etsushi Toyokawa, Chizuru Ikewaki, Koji Kikkawa, Tsumami Edamame"
14025,105442,"Mooring, The (2012)",Horror|Thriller,1568929,167673.0,False,US,The Mooring,0.3622,A-1 Productions,United States of America,2013-02-01,English,Missing Persons Don't Just Vanish.,4.6,20,"Hallie Todd, Thomas Wilson Brown, Karli Blalock, Erin McIntosh"
14026,105444,Seyyit Khan: Bride of the Earth (Seyyit Han) (1968),Drama|Western,193493,126560.0,False,TR,Seyyit Han,0.2439,Güney Film,Turkey,1968-04-01,Türkçe,,5.6,14,"Yılmaz Güney, Nebahat Çehre, Hayati Hamzaoğlu, Nihat Ziyalan"
14027,105446,"Tale from the Past, A (Përralle Nga e Kaluara) (1987)",Comedy,93720,276123.0,False,AL,Përrallë nga e kaluara,0.5585,Albafilm Studio,Albania,1987-01-01,shqip,,7.1,7,"Elvira Diamanti, Admir Sorra, Xhevdet Ferri, Robert Ndrenika"
14028,105448,Eros (Men and Women) (Noite Vazia) (1964),Drama,189814,195450.0,False,BR,Noite Vazia,0.6108,"Kamera Filmes, Companhia Cinematográfica Vera Cruz",Brazil,1964-08-17,Português,,7.2,30,"Norma Bengell, Odete Lara, Mário Benvenutti, Gabriele Tinti"
14029,105450,Jessie James Meets Frankenstein's Daughter (1966),Sci-Fi|Western,60558,3149.0,False,US,Jesse James Meets Frankenstein's Daughter,1.4319,Circle Productions,United States of America,1966-04-09,English,ROARING GUNS against RAGING MONSTER!,4.1,25,"John Lupton, Narda Onyx, Estelita Rodriguez, Cal Bolder"
14030,105453,On the Job (2013),Action|Drama,2717558,190754.0,False,PH,On the Job,0.8305,"Star Cinema – ABS-CBN Film Productions, XYZ Films, Reality Entertainment",Philippines,2013-08-28,"Deutsch, Français, English, Italiano, ",,6.6,82,"Joel Torre, Piolo Pascual, Gerald Anderson, Angel Aquino"
14031,105455,Resurrecting the Street Walker (2009),Horror,1512228,41443.0,False,GB,"Resurrecting ""The Street Walker""",1.1918,"Scala Productions, 2nd Floor Productions",United Kingdom,2009-01-01,,An abandoned horror movie that becomes a murderous obsession...,5.2,5,"James Powell, John Webber, Gwilym Lloyd, Gloria Onitiri"
14032,105463,Alice Upside Down (Alice) (2007),Adventure|Children|Comedy|Drama,882742,49162.0,False,US,Alice Upside Down,1.2697,Universal Pictures,"France, United States of America",2007-10-06,English,,5.7,58,"Alyson Stoner, Lucas Grabeel, Ashley Eckstein, Dylan McLaughlin"
14033,105465,Alice's Adventures in Wonderland (1972),Adventure|Children|Fantasy|Musical,68190,34461.0,False,US,Alice's Adventures in Wonderland,2.454,Josef Shaftel Productions,United Kingdom,1972-11-20,English,"Made in Wonderland, the most magical musical of all!",6.2,41,"Fiona Fullerton, Michael Crawford, Robert Helpmann, Peter Sellers"
14034,105468,Cloudy with a Chance of Meatballs 2 (2013),Animation|Children|Comedy|Fantasy,1985966,109451.0,False,US,Cloudy with a Chance of Meatballs 2,7.7637,"Columbia Pictures, Sony Pictures Animation",United States of America,2013-09-26,English,Something big was leftover.,6.4,3259,"Bill Hader, Anna Faris, James Caan, Will Forte"
14035,105470,Extraction (2013),Action,2823574,218381.0,False,US,Extraction,3.0705,Sony Pictures,United States of America,2013-09-05,"English, Español",One Is The Deadliest Number,5.037,41,"Jonathan Patrick Foo, Danny Glover, Sean Astin, Joanne Kelly"
14036,105474,Microphone (2010),Comedy|Drama|Musical,1684913,81435.0,False,EG,ميكروفون,0.3442,Film Clinic,Egypt,2010-01-26,العربية,It starts underground…,7.7,13,"Khaled Abol Naga, Yosra El Lozy, Hani Adel, Ahmad Magdy"
14037,105477,Talaash (2012),Crime|Drama|Mystery,1787988,86004.0,False,IN,तलाश,2.4778,"Aamir Khan Productions, Excel Entertainment",India,2012-11-30,हिन्दी,The Answer Lies Within,6.8,223,"Aamir Khan, Kareena Kapoor Khan, Rani Mukerji, Nawazuddin Siddiqui"
14038,105481,Blood Shack (1971),Horror,66846,78250.0,False,US,Blood Shack,0.2816,Nevada International Pictures,United States of America,1971-01-01,English,I warned them not to go inside!,2.4,15,"Carolyn Brandt, Ron Haydock, Jason Wayne, Laurel Spring"
14039,105484,Nobody Else But You (Poupoupidou) (2011),Comedy|Crime|Mystery,1736636,53776.0,False,FR,Poupoupidou,0.907,"France 2 Cinéma, Diaphana Films",France,2011-01-12,Français,Who killed Marilyn?,6.3,100,"Jean-Paul Rouve, Sophie Quinton, Guillaume Gouix, Olivier Rabourdin"
14040,105490,Almost You (1985),Comedy|Drama,86876,253120.0,False,US,Almost You,1.4741,"Almost You, Wescom Productions",United States of America,1985-03-29,English,A traumatic comedy,5.3,7,"Brooke Adams, Griffin Dunne, Karen Young, Marty Watt"
14041,105492,Dirty (2005),Crime|Drama|Thriller,439544,10598.0,False,US,Dirty,0.9022,"Deviant Films, Silver Nitrate",United States of America,2006-01-20,"Español, English, Pусский",Violence Is A Language People Understand,5.2,109,"Clifton Collins Jr., Cuba Gooding Jr., Keith David, Cole Hauser"
14042,105495,"Dish & the Spoon, The (2011)",Comedy|Drama|Romance,1554414,81626.0,False,US,The Dish & the Spoon,0.7012,,United States of America,2011-03-12,English,,5.565,31,"Greta Gerwig, Olly Alexander, Eléonore Hendricks, Amy Seimetz"
14043,105497,Kumail Nanjiani: Beta Male (2013),Comedy|Documentary,2901584,208968.0,False,US,Kumail Nanjiani: Beta Male,0.2914,"Pupcake Productions, Comedy Central",United States of America,2013-07-21,English,,5.7,16,Kumail Nanjiani
14044,105499,"Shiro Amakusa, the Christian Rebel (Amakusa Shiro tokisada) (1962)",Drama|War,55743,100461.0,False,JP,天草四郎時貞,0.418,Toei Company,Japan,1962-03-21,日本語,,6.2,7,"Hashizo Okawa, Ryutaro Otomo, Rentaro Mikuni, Satomi Oka"
14045,105502,"Devil's Ground, The (2009)",Horror|Thriller,1153102,14143.0,False,CA,The Devil's Ground,0.5345,,Canada,2008-05-19,English,,5.0,33,"Daryl Hannah, Leah Gibson, Luke Camilleri, Lee Tomaschefski"
14046,105504,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,1535109,109424.0,False,US,Captain Phillips,4.8349,"Columbia Pictures, Michael De Luca Productions, Scott Rudin Productions, Trigger Street Productions",United States of America,2013-10-10,"English, Somali",Out here survival is everything.,7.539,7064,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Faysal  Ahmed"
14047,105506,Television Under the Swastika (Das Fernsehen unter dem Hakenkreuz) (1999),Documentary,256749,97397.0,False,DE,Das Fernsehen unter dem Hakenkreuz,0.9534,Spiegel TV,Germany,1999-06-21,Deutsch,,6.8,5,Peter Buchholz
14048,105509,"Misérables, Les (1978)",Drama,77936,4479.0,False,GB,Les Misérables,3.3997,"Norman Rosemont Productions, ITC Entertainment",United Kingdom,1978-12-27,English,A classic tale of one man's search for freedom and another's quest for revenge.,7.145,31,"Richard Jordan, Anthony Perkins, Cyril Cusack, Claude Dauphin"
14049,105519,"Philosophers, The (After The Dark) (2013)",Drama|Fantasy|Sci-Fi,1928340,198287.0,False,VN,After the Dark,1.2373,"An Olive Branch Productions, SCTV","Indonesia, United States of America",2013-07-06,English,Smart. Talented. Beautiful. Stranded.,6.078,688,"James D'Arcy, Sophie Lowe, Rhys Wakefield, Bonnie Wright"
14050,105521,"It's Me, It's Me (Ore Ore) (2013)",Comedy|Drama|Sci-Fi,2390301,210708.0,False,JP,俺俺,1.0787,"DUB, J Storm",Japan,2013-05-24,日本語,,6.2,13,"Kazuya Kamenashi, Yuki Uchida, Ryo Kase, Midoriko Kimura"
14051,105526,Year Zero: The Silent Death of Cambodia (1979),Documentary,275085,175953.0,False,US,Year Zero: The Silent Death of Cambodia,0.0688,,,1979-10-30,,"The film recounts the bombing of Cambodia by the U.S. in 1970, the subsequent brutality and genocide that occurred when Pol Pot and his Khmer Rouge militia took over, and finally the amount of aid given by the west.",7.8,7,John Pilger
14052,105529,Stealing a Nation (2004),Documentary,803890,113364.0,False,US,Stealing a Nation,0.4763,,"British Indian Ocean Territory, United Kingdom",2004-07-31,,The shocking film Australian networks won't touch!,8.3,14,John Pilger
14053,105531,"Wall, The (Die Wand) (2012)",Drama|Fantasy,1745686,115442.0,False,AT,Die Wand,0.6244,"Coop99 Filmproduktion, ORF, Starhaus Filmproduktion, ARTE, BR","Austria, Germany",2012-10-05,"English, Deutsch",Inside everyone lies a truth only the wilderness can reveal.,6.5,136,"Martina Gedeck, Ulrike Beimpold, Karlheinz Hackl, Wolfgang Maria Bauer"
14054,105533,They Only Kill Their Masters (1972),Mystery|Romance|Thriller,69371,62996.0,False,US,They Only Kill Their Masters,1.5114,Metro-Goldwyn-Mayer,United States of America,1972-11-22,English,Was the murderer a man... or man's best friend?,5.3,11,"James Garner, Katharine Ross, Hal Holbrook, Harry Guardino"
14055,105538,Valentine Road (2013),Documentary,2577990,159015.0,False,US,Valentine Road,0.2571,"Bunim/Murray Productions, Eddie Schmidt Productions",United States of America,2013-01-19,English,,6.25,30,"Larry King, Brandon McInerney"
14056,105540,"All Dogs Christmas Carol, An (1998)",Animation|Children|Comedy|Musical,166960,51985.0,False,US,An All Dogs Christmas Carol,2.278,"Metro-Goldwyn-Mayer, Metro-Goldwyn-Mayer Animation",United States of America,1998-11-17,English,,5.9,98,"Steven Weber, Dom DeLuise, Bebe Neuwirth, Sheena Easton"
14057,105542,Another Harvest Moon (2010),Drama,1129404,134472.0,False,US,Another Harvest Moon,1.2633,,,2010-10-06,,When Dignity Means Everything.,4.5,4,"Ernest Borgnine, Piper Laurie, Anne Meara, Doris Roberts"
14058,105554,Fanatics (Kulman pojat) (2012),Comedy,2072145,90645.0,False,FI,Kulman pojat,0.3877,Bronson Club,Finland,2012-02-24,suomi,,5.7,14,"Eero Ritala, Joonas Saartamo, Jussi Vatanen, Lotta Kaihua"
14059,105560,Beneath the Dark (2010),Drama|Mystery|Thriller,1422800,49004.0,False,US,Beneath the Dark,2.0544,The Fort,United States of America,2010-11-05,English,Bring out the truth.,5.011,47,"Josh Stewart, Jamie-Lynn Sigler, Chris Browning, Angela Featherstone"
14060,105563,McKenna Shoots for the Stars (2012),Children|Drama,1969175,119893.0,False,CA,An American Girl: McKenna Shoots for the Stars,1.3157,,Canada,2012-07-14,English,,6.9,48,"Jade Pettyjohn, Kerris Dorsey, Ysa Penarejo, Kally Berard"
